activity_id,student_id,activity_name,category,level,participation,score,year
1751,497,Physics,Academics,Advanced,Occasional,81,2021
1752,497,Cricket,Sports,Advanced,Occasional,60,2024
1753,497,Coding,Academics,Intermediate,Regular,89,2023
1754,497,Football,Sports,Intermediate,Regular,64,2023
1755,498,Art,Extra-curricular,Beginner,Occasional,53,2022
1756,498,Mathematics,Academics,Advanced,Occasional,56,2022
1757,499,Physics,Academics,Advanced,Regular,59,2024
1758,499,Biology,Academics,Advanced,Regular,62,2021
1759,499,Art,Extra-curricular,Intermediate,Regular,88,2024
1760,499,Debate,Extra-curricular,Intermediate,Regular,41,2021
1761,500,Art,Extra-curricular,Beginner,Regular,54,2024
1762,500,Debate,Extra-curricular,Beginner,Regular,48,2024
1763,500,Economics,Academics,Beginner,Regular,67,2023
1764,500,Biology,Academics,Intermediate,Occasional,77,2025
1765,501,Debate,Extra-curricular,Intermediate,Regular,89,2024
1766,501,Athletics,Sports,Advanced,Regular,70,2023
1767,501,Mathematics,Academics,Intermediate,Regular,62,2021
1768,502,Football,Sports,Advanced,Regular,79,2023
1769,502,Mathematics,Academics,Beginner,Occasional,86,2024
1770,502,Debate,Extra-curricular,Intermediate,Occasional,42,2021
1771,503,Art,Extra-curricular,Intermediate,Occasional,47,2025
1772,503,Athletics,Sports,Beginner,Occasional,87,2022
1773,503,Physics,Academics,Advanced,Regular,76,2025
1774,503,Music,Extra-curricular,Beginner,Regular,85,2023
1775,503,Cricket,Sports,Advanced,Occasional,50,2023
1776,504,Cricket,Sports,Advanced,Occasional,84,2025
1777,504,Mathematics,Academics,Intermediate,Regular,61,2023
1778,504,Music,Extra-curricular,Beginner,Occasional,90,2023
1779,504,Physics,Academics,Intermediate,Regular,97,2024
1780,505,Athletics,Sports,Intermediate,Occasional,41,2023
1781,505,Economics,Academics,Advanced,Occasional,65,2022
1782,505,Mathematics,Academics,Advanced,Regular,78,2024
1783,505,Debate,Extra-curricular,Intermediate,Regular,72,2021
1784,505,Football,Sports,Beginner,Occasional,58,2025
1785,506,Art,Extra-curricular,Intermediate,Regular,42,2023
1786,506,Football,Sports,Advanced,Occasional,44,2023
1787,506,Debate,Extra-curricular,Advanced,Occasional,50,2023
1788,507,Cricket,Sports,Beginner,Occasional,59,2025
1789,507,Football,Sports,Advanced,Occasional,54,2024
1790,507,Music,Extra-curricular,Advanced,Occasional,78,2025
1791,507,Biology,Academics,Beginner,Occasional,77,2023
1792,508,Athletics,Sports,Advanced,Regular,48,2025
1793,508,Mathematics,Academics,Beginner,Regular,57,2025
1794,508,Cricket,Sports,Advanced,Occasional,44,2025
1795,509,Physics,Academics,Intermediate,Occasional,63,2021
1796,509,Cricket,Sports,Intermediate,Occasional,50,2021
1797,509,Art,Extra-curricular,Beginner,Occasional,44,2024
1798,509,Football,Sports,Advanced,Occasional,45,2022
1799,509,Economics,Academics,Beginner,Regular,100,2023
1800,510,Music,Extra-curricular,Intermediate,Occasional,58,2024
1801,510,Athletics,Sports,Intermediate,Occasional,48,2022
1802,510,Coding,Academics,Beginner,Regular,50,2021
1803,510,Physics,Academics,Intermediate,Occasional,67,2024
1804,510,Mathematics,Academics,Intermediate,Occasional,85,2025
1805,511,Debate,Extra-curricular,Beginner,Regular,70,2024
1806,511,Music,Extra-curricular,Beginner,Occasional,51,2022
1807,511,Football,Sports,Advanced,Occasional,81,2025
1808,511,Cricket,Sports,Beginner,Occasional,49,2025
1809,512,Music,Extra-curricular,Beginner,Regular,80,2024
1810,512,Mathematics,Academics,Intermediate,Regular,89,2025
1811,512,Economics,Academics,Advanced,Occasional,62,2022
1812,513,Biology,Academics,Beginner,Occasional,70,2021
1813,513,Debate,Extra-curricular,Intermediate,Regular,49,2023
1814,514,Cricket,Sports,Intermediate,Occasional,57,2023
1815,514,Football,Sports,Beginner,Occasional,66,2022
1816,514,Mathematics,Academics,Beginner,Occasional,73,2023
1817,515,Football,Sports,Beginner,Occasional,60,2025
1818,515,Economics,Academics,Beginner,Occasional,94,2022
1819,515,Coding,Academics,Intermediate,Regular,58,2025
1820,515,Debate,Extra-curricular,Beginner,Regular,56,2022
1821,516,Cricket,Sports,Advanced,Occasional,69,2024
1822,516,Football,Sports,Advanced,Occasional,81,2025
1823,516,Music,Extra-curricular,Intermediate,Regular,62,2023
1824,516,Physics,Academics,Advanced,Regular,62,2025
1825,517,Art,Extra-curricular,Beginner,Occasional,57,2024
1826,517,Coding,Academics,Beginner,Regular,84,2022
1827,517,Debate,Extra-curricular,Beginner,Regular,58,2024
1828,517,Athletics,Sports,Advanced,Regular,42,2021
1829,518,Athletics,Sports,Beginner,Occasional,85,2023
1830,518,Cricket,Sports,Beginner,Regular,46,2021
1831,519,Mathematics,Academics,Beginner,Occasional,88,2023
1832,519,Economics,Academics,Beginner,Regular,88,2024
1833,519,Football,Sports,Beginner,Regular,52,2024
1834,519,Debate,Extra-curricular,Advanced,Occasional,65,2025
1835,520,Physics,Academics,Advanced,Occasional,65,2022
1836,520,Art,Extra-curricular,Advanced,Occasional,77,2022
1837,521,Physics,Academics,Intermediate,Regular,88,2024
1838,521,Cricket,Sports,Intermediate,Occasional,72,2022
1839,521,Debate,Extra-curricular,Beginner,Regular,89,2023
1840,522,Economics,Academics,Advanced,Regular,67,2022
1841,522,Debate,Extra-curricular,Beginner,Occasional,63,2023
1842,523,Cricket,Sports,Advanced,Occasional,53,2025
1843,523,Debate,Extra-curricular,Advanced,Occasional,67,2021
1844,523,Art,Extra-curricular,Beginner,Regular,42,2024
1845,524,Cricket,Sports,Advanced,Occasional,44,2021
1846,524,Music,Extra-curricular,Beginner,Occasional,59,2025
1847,524,Mathematics,Academics,Beginner,Occasional,78,2024
1848,525,Coding,Academics,Beginner,Occasional,66,2022
1849,525,Debate,Extra-curricular,Beginner,Occasional,60,2025
1850,526,Coding,Academics,Advanced,Occasional,52,2024
1851,526,Music,Extra-curricular,Intermediate,Occasional,73,2024
1852,526,Economics,Academics,Advanced,Occasional,99,2022
1853,526,Cricket,Sports,Advanced,Regular,57,2025
1854,527,Athletics,Sports,Intermediate,Regular,66,2022
1855,527,Cricket,Sports,Advanced,Occasional,88,2025
1856,527,Coding,Academics,Advanced,Occasional,60,2025
1857,528,Economics,Academics,Intermediate,Regular,95,2025
1858,528,Music,Extra-curricular,Advanced,Regular,79,2025
1859,529,Physics,Academics,Intermediate,Occasional,51,2022
1860,529,Economics,Academics,Advanced,Occasional,72,2025
1861,529,Coding,Academics,Intermediate,Regular,76,2025
1862,529,Music,Extra-curricular,Beginner,Regular,89,2025
1863,529,Biology,Academics,Advanced,Occasional,88,2024
1864,530,Coding,Academics,Beginner,Occasional,97,2025
1865,530,Cricket,Sports,Beginner,Regular,59,2024
1866,530,Art,Extra-curricular,Intermediate,Occasional,80,2025
1867,531,Football,Sports,Beginner,Regular,53,2024
1868,531,Debate,Extra-curricular,Intermediate,Occasional,50,2022
1869,532,Athletics,Sports,Beginner,Regular,44,2023
1870,532,Art,Extra-curricular,Beginner,Regular,54,2022
1871,532,Coding,Academics,Intermediate,Regular,66,2024
1872,532,Football,Sports,Advanced,Regular,43,2021
1873,533,Athletics,Sports,Advanced,Occasional,44,2024
1874,533,Economics,Academics,Advanced,Regular,95,2022
1875,533,Mathematics,Academics,Intermediate,Regular,58,2024
1876,533,Coding,Academics,Advanced,Occasional,78,2023
1877,534,Biology,Academics,Beginner,Regular,52,2025
1878,534,Music,Extra-curricular,Advanced,Occasional,58,2024
1879,534,Athletics,Sports,Intermediate,Occasional,48,2023
1880,535,Biology,Academics,Advanced,Regular,52,2023
1881,535,Debate,Extra-curricular,Beginner,Occasional,80,2025
1882,536,Debate,Extra-curricular,Intermediate,Occasional,41,2022
1883,536,Coding,Academics,Advanced,Regular,88,2022
1884,536,Art,Extra-curricular,Advanced,Regular,47,2022
1885,536,Biology,Academics,Beginner,Regular,66,2021
1886,536,Music,Extra-curricular,Beginner,Regular,59,2022
1887,537,Mathematics,Academics,Beginner,Regular,85,2022
1888,537,Art,Extra-curricular,Beginner,Occasional,53,2022
1889,538,Physics,Academics,Advanced,Occasional,52,2025
1890,538,Mathematics,Academics,Intermediate,Regular,81,2022
1891,538,Art,Extra-curricular,Intermediate,Occasional,61,2023
1892,538,Cricket,Sports,Advanced,Regular,70,2025
1893,539,Economics,Academics,Intermediate,Occasional,63,2021
1894,539,Music,Extra-curricular,Intermediate,Regular,62,2023
1895,539,Football,Sports,Advanced,Occasional,57,2023
1896,540,Mathematics,Academics,Intermediate,Regular,75,2022
1897,540,Physics,Academics,Beginner,Regular,96,2022
1898,540,Music,Extra-curricular,Advanced,Regular,79,2022
1899,541,Cricket,Sports,Intermediate,Regular,89,2021
1900,541,Mathematics,Academics,Advanced,Regular,80,2025
1901,541,Football,Sports,Beginner,Occasional,46,2024
1902,541,Coding,Academics,Advanced,Occasional,68,2021
1903,541,Athletics,Sports,Intermediate,Occasional,88,2025
1904,542,Art,Extra-curricular,Advanced,Occasional,56,2023
1905,542,Mathematics,Academics,Intermediate,Occasional,82,2024
1906,542,Football,Sports,Advanced,Regular,61,2021
1907,542,Economics,Academics,Intermediate,Occasional,53,2025
1908,543,Coding,Academics,Advanced,Regular,54,2021
1909,543,Music,Extra-curricular,Intermediate,Occasional,66,2021
1910,543,Athletics,Sports,Beginner,Regular,64,2023
1911,544,Economics,Academics,Beginner,Occasional,56,2025
1912,544,Football,Sports,Advanced,Regular,54,2024
1913,545,Physics,Academics,Beginner,Regular,100,2023
1914,545,Cricket,Sports,Advanced,Regular,65,2025
1915,545,Athletics,Sports,Advanced,Occasional,62,2022
1916,545,Debate,Extra-curricular,Beginner,Occasional,67,2024
1917,545,Coding,Academics,Intermediate,Occasional,55,2024
1918,546,Football,Sports,Advanced,Occasional,66,2025
1919,546,Biology,Academics,Beginner,Occasional,64,2025
1920,547,Debate,Extra-curricular,Beginner,Occasional,76,2023
1921,547,Art,Extra-curricular,Beginner,Occasional,66,2022
1922,548,Economics,Academics,Intermediate,Occasional,83,2021
1923,548,Biology,Academics,Advanced,Occasional,60,2024
1924,548,Cricket,Sports,Advanced,Regular,76,2025
1925,548,Art,Extra-curricular,Advanced,Occasional,69,2024
1926,549,Mathematics,Academics,Beginner,Occasional,57,2023
1927,549,Coding,Academics,Advanced,Regular,86,2021
1928,549,Physics,Academics,Advanced,Regular,55,2024
1929,550,Coding,Academics,Intermediate,Regular,65,2023
1930,550,Physics,Academics,Intermediate,Occasional,55,2023
1931,550,Art,Extra-curricular,Beginner,Occasional,75,2024
1932,551,Physics,Academics,Advanced,Occasional,71,2025
1933,551,Art,Extra-curricular,Advanced,Occasional,65,2024
1934,552,Economics,Academics,Beginner,Occasional,57,2021
1935,552,Music,Extra-curricular,Advanced,Regular,61,2024
1936,552,Football,Sports,Advanced,Occasional,44,2021
1937,552,Physics,Academics,Beginner,Occasional,51,2021
1938,553,Coding,Academics,Beginner,Regular,55,2024
1939,553,Athletics,Sports,Beginner,Occasional,56,2024
1940,553,Debate,Extra-curricular,Advanced,Regular,63,2025
1941,554,Biology,Academics,Advanced,Regular,76,2023
1942,554,Music,Extra-curricular,Intermediate,Occasional,89,2021
1943,554,Athletics,Sports,Intermediate,Occasional,87,2021
1944,555,Mathematics,Academics,Beginner,Occasional,54,2021
1945,555,Music,Extra-curricular,Intermediate,Occasional,83,2021
1946,555,Biology,Academics,Beginner,Regular,64,2023
1947,556,Mathematics,Academics,Advanced,Occasional,50,2023
1948,556,Football,Sports,Beginner,Occasional,71,2024
1949,556,Physics,Academics,Beginner,Occasional,81,2025
1950,556,Biology,Academics,Intermediate,Regular,82,2025
1951,556,Coding,Academics,Advanced,Regular,66,2022
1952,557,Physics,Academics,Beginner,Regular,75,2021
1953,557,Mathematics,Academics,Advanced,Occasional,94,2025
1954,557,Athletics,Sports,Intermediate,Occasional,77,2023
1955,558,Economics,Academics,Intermediate,Regular,87,2025
1956,558,Mathematics,Academics,Advanced,Occasional,99,2023
1957,558,Coding,Academics,Intermediate,Regular,96,2024
1958,558,Debate,Extra-curricular,Beginner,Occasional,64,2021
1959,558,Cricket,Sports,Advanced,Regular,72,2021
1960,559,Debate,Extra-curricular,Beginner,Occasional,71,2022
1961,559,Music,Extra-curricular,Intermediate,Occasional,85,2025
1962,559,Mathematics,Academics,Beginner,Occasional,84,2023
1963,559,Physics,Academics,Advanced,Occasional,67,2023
1964,559,Art,Extra-curricular,Intermediate,Regular,58,2024
1965,560,Music,Extra-curricular,Advanced,Regular,46,2022
1966,560,Economics,Academics,Intermediate,Occasional,59,2023
1967,560,Debate,Extra-curricular,Beginner,Occasional,68,2022
1968,560,Mathematics,Academics,Intermediate,Occasional,88,2023
1969,561,Football,Sports,Beginner,Regular,45,2022
1970,561,Athletics,Sports,Advanced,Regular,67,2021
1971,561,Mathematics,Academics,Intermediate,Occasional,52,2022
1972,561,Biology,Academics,Beginner,Occasional,92,2021
1973,562,Economics,Academics,Beginner,Occasional,50,2021
1974,562,Biology,Academics,Beginner,Occasional,74,2024
1975,563,Debate,Extra-curricular,Beginner,Regular,58,2023
1976,563,Music,Extra-curricular,Advanced,Regular,79,2022
1977,564,Football,Sports,Beginner,Occasional,84,2023
1978,564,Economics,Academics,Advanced,Regular,59,2021
1979,564,Cricket,Sports,Beginner,Regular,55,2023
1980,564,Athletics,Sports,Advanced,Occasional,40,2023
1981,564,Coding,Academics,Advanced,Occasional,55,2021
1982,565,Biology,Academics,Beginner,Regular,74,2021
1983,565,Debate,Extra-curricular,Intermediate,Occasional,40,2024
1984,565,Mathematics,Academics,Beginner,Regular,70,2022
1985,565,Coding,Academics,Advanced,Occasional,98,2024
1986,566,Debate,Extra-curricular,Beginner,Occasional,58,2025
1987,566,Coding,Academics,Advanced,Regular,98,2024
1988,567,Physics,Academics,Beginner,Regular,80,2022
1989,567,Economics,Academics,Advanced,Regular,59,2022
1990,568,Art,Extra-curricular,Beginner,Occasional,88,2023
1991,568,Coding,Academics,Advanced,Occasional,57,2025
1992,568,Athletics,Sports,Intermediate,Occasional,57,2021
1993,568,Mathematics,Academics,Intermediate,Occasional,57,2023
1994,569,Mathematics,Academics,Intermediate,Occasional,99,2022
1995,569,Cricket,Sports,Intermediate,Regular,49,2024
1996,569,Economics,Academics,Intermediate,Regular,56,2024
1997,569,Football,Sports,Intermediate,Occasional,44,2025
1998,570,Music,Extra-curricular,Beginner,Occasional,66,2025
1999,570,Coding,Academics,Intermediate,Occasional,81,2024
2000,570,Economics,Academics,Beginner,Occasional,83,2023
2001,571,Music,Extra-curricular,Advanced,Occasional,78,2022
2002,571,Cricket,Sports,Advanced,Occasional,46,2023
2003,572,Art,Extra-curricular,Beginner,Occasional,54,2023
2004,572,Mathematics,Academics,Advanced,Occasional,99,2021
2005,572,Physics,Academics,Intermediate,Regular,67,2021
2006,572,Music,Extra-curricular,Intermediate,Regular,81,2023
2007,572,Cricket,Sports,Intermediate,Occasional,85,2025
2008,573,Art,Extra-curricular,Beginner,Occasional,61,2021
2009,573,Debate,Extra-curricular,Intermediate,Regular,68,2022
2010,573,Physics,Academics,Advanced,Regular,96,2022
2011,573,Biology,Academics,Advanced,Regular,98,2022
2012,574,Art,Extra-curricular,Beginner,Regular,42,2023
2013,574,Football,Sports,Intermediate,Occasional,67,2024
2014,574,Economics,Academics,Advanced,Occasional,81,2022
2015,575,Art,Extra-curricular,Intermediate,Regular,83,2025
2016,575,Music,Extra-curricular,Beginner,Regular,86,2024
2017,575,Economics,Academics,Beginner,Occasional,51,2024
2018,576,Physics,Academics,Intermediate,Occasional,94,2021
2019,576,Biology,Academics,Beginner,Regular,87,2023
2020,576,Debate,Extra-curricular,Advanced,Occasional,60,2024
2021,576,Athletics,Sports,Intermediate,Occasional,67,2022
2022,576,Art,Extra-curricular,Intermediate,Regular,73,2023
2023,577,Economics,Academics,Beginner,Occasional,58,2023
2024,577,Physics,Academics,Beginner,Regular,88,2023
2025,578,Athletics,Sports,Beginner,Regular,88,2022
2026,578,Biology,Academics,Intermediate,Regular,59,2022
2027,578,Mathematics,Academics,Advanced,Occasional,72,2025
2028,578,Debate,Extra-curricular,Intermediate,Occasional,53,2024
2029,579,Physics,Academics,Intermediate,Regular,66,2023
2030,579,Debate,Extra-curricular,Beginner,Occasional,60,2025
2031,579,Mathematics,Academics,Advanced,Occasional,81,2023
2032,580,Athletics,Sports,Advanced,Regular,63,2021
2033,580,Music,Extra-curricular,Intermediate,Occasional,69,2024
2034,580,Mathematics,Academics,Beginner,Occasional,98,2025
2035,580,Art,Extra-curricular,Beginner,Regular,54,2025
2036,581,Biology,Academics,Beginner,Occasional,56,2021
2037,581,Physics,Academics,Intermediate,Regular,81,2025
2038,581,Athletics,Sports,Advanced,Regular,68,2023
2039,582,Art,Extra-curricular,Advanced,Regular,43,2025
2040,582,Mathematics,Academics,Advanced,Regular,99,2023
2041,583,Debate,Extra-curricular,Advanced,Occasional,87,2025
2042,583,Biology,Academics,Advanced,Regular,57,2025
2043,583,Physics,Academics,Advanced,Occasional,85,2022
2044,583,Music,Extra-curricular,Advanced,Occasional,44,2021
2045,583,Economics,Academics,Beginner,Occasional,78,2024
2046,584,Economics,Academics,Intermediate,Regular,74,2023
2047,584,Coding,Academics,Intermediate,Regular,90,2021
2048,585,Coding,Academics,Beginner,Occasional,78,2025
2049,585,Debate,Extra-curricular,Intermediate,Occasional,79,2025
2050,585,Physics,Academics,Intermediate,Occasional,52,2021
2051,585,Football,Sports,Beginner,Regular,88,2022
2052,585,Cricket,Sports,Advanced,Regular,79,2022
2053,586,Athletics,Sports,Beginner,Regular,77,2025
2054,586,Biology,Academics,Advanced,Occasional,85,2022
2055,586,Physics,Academics,Intermediate,Occasional,73,2025
2056,587,Athletics,Sports,Intermediate,Regular,51,2022
2057,587,Physics,Academics,Advanced,Regular,98,2021
2058,587,Biology,Academics,Advanced,Occasional,67,2021
2059,588,Economics,Academics,Intermediate,Regular,86,2021
2060,588,Mathematics,Academics,Beginner,Regular,97,2024
2061,589,Physics,Academics,Advanced,Regular,61,2022
2062,589,Biology,Academics,Advanced,Regular,96,2023
2063,589,Mathematics,Academics,Advanced,Regular,82,2024
2064,590,Economics,Academics,Beginner,Occasional,100,2025
2065,590,Athletics,Sports,Advanced,Occasional,76,2023
2066,590,Music,Extra-curricular,Beginner,Regular,85,2023
2067,590,Mathematics,Academics,Advanced,Regular,100,2021
2068,590,Biology,Academics,Intermediate,Regular,64,2022
2069,591,Music,Extra-curricular,Beginner,Occasional,62,2023
2070,591,Mathematics,Academics,Beginner,Occasional,92,2021
2071,591,Athletics,Sports,Intermediate,Regular,64,2023
2072,591,Debate,Extra-curricular,Intermediate,Regular,76,2024
2073,592,Music,Extra-curricular,Advanced,Occasional,73,2022
2074,592,Biology,Academics,Intermediate,Occasional,82,2023
2075,592,Football,Sports,Intermediate,Regular,86,2021
2076,592,Coding,Academics,Beginner,Occasional,92,2024
2077,593,Athletics,Sports,Beginner,Regular,60,2023
2078,593,Football,Sports,Intermediate,Regular,52,2023
2079,593,Biology,Academics,Beginner,Regular,51,2023
2080,593,Physics,Academics,Intermediate,Occasional,97,2022
2081,594,Debate,Extra-curricular,Intermediate,Occasional,53,2021
2082,594,Football,Sports,Advanced,Occasional,56,2025
2083,594,Mathematics,Academics,Intermediate,Regular,53,2025
2084,595,Art,Extra-curricular,Beginner,Occasional,66,2024
2085,595,Athletics,Sports,Beginner,Occasional,58,2021
2086,596,Coding,Academics,Intermediate,Regular,94,2024
2087,596,Debate,Extra-curricular,Intermediate,Regular,62,2024
2088,596,Art,Extra-curricular,Intermediate,Regular,54,2024
2089,597,Physics,Academics,Intermediate,Regular,60,2021
2090,597,Mathematics,Academics,Intermediate,Occasional,63,2022
2091,597,Music,Extra-curricular,Intermediate,Occasional,59,2025
2092,597,Debate,Extra-curricular,Advanced,Occasional,53,2024
2093,597,Cricket,Sports,Advanced,Regular,74,2021
2094,598,Mathematics,Academics,Intermediate,Regular,69,2025
2095,598,Economics,Academics,Intermediate,Occasional,53,2021
2096,598,Music,Extra-curricular,Beginner,Regular,67,2021
2097,598,Cricket,Sports,Advanced,Occasional,51,2025
2098,598,Debate,Extra-curricular,Advanced,Occasional,53,2025
2099,599,Economics,Academics,Advanced,Regular,74,2022
2100,599,Athletics,Sports,Advanced,Regular,54,2022
2101,599,Biology,Academics,Advanced,Regular,61,2022
2102,600,Coding,Academics,Beginner,Occasional,84,2023
2103,600,Art,Extra-curricular,Advanced,Regular,72,2024
2104,600,Economics,Academics,Intermediate,Occasional,94,2024
2105,600,Athletics,Sports,Intermediate,Occasional,41,2025
2106,600,Music,Extra-curricular,Advanced,Regular,88,2023
2107,601,Mathematics,Academics,Advanced,Regular,99,2025
2108,601,Athletics,Sports,Intermediate,Occasional,73,2025
2109,601,Football,Sports,Intermediate,Regular,48,2021
2110,601,Coding,Academics,Beginner,Occasional,71,2024
2111,602,Music,Extra-curricular,Beginner,Occasional,51,2024
2112,602,Cricket,Sports,Beginner,Occasional,78,2024
2113,602,Athletics,Sports,Advanced,Occasional,56,2023
2114,602,Football,Sports,Intermediate,Regular,57,2025
2115,602,Art,Extra-curricular,Beginner,Occasional,50,2025
2116,603,Debate,Extra-curricular,Intermediate,Regular,76,2022
2117,603,Football,Sports,Advanced,Regular,70,2025
2118,603,Cricket,Sports,Intermediate,Regular,40,2023
2119,603,Mathematics,Academics,Beginner,Occasional,55,2021
2120,604,Mathematics,Academics,Intermediate,Regular,62,2021
2121,604,Economics,Academics,Advanced,Regular,95,2022
2122,604,Debate,Extra-curricular,Advanced,Occasional,50,2023
2123,604,Music,Extra-curricular,Beginner,Occasional,43,2022
2124,605,Debate,Extra-curricular,Intermediate,Regular,66,2024
2125,605,Art,Extra-curricular,Intermediate,Occasional,63,2021
2126,605,Football,Sports,Intermediate,Regular,63,2021
2127,606,Economics,Academics,Advanced,Occasional,67,2022
2128,606,Art,Extra-curricular,Intermediate,Occasional,61,2024
2129,606,Coding,Academics,Advanced,Occasional,63,2022
2130,607,Economics,Academics,Beginner,Occasional,80,2021
2131,607,Football,Sports,Beginner,Regular,65,2022
2132,607,Biology,Academics,Intermediate,Regular,54,2021
2133,607,Athletics,Sports,Intermediate,Regular,58,2024
2134,608,Debate,Extra-curricular,Intermediate,Occasional,66,2024
2135,608,Art,Extra-curricular,Advanced,Occasional,78,2024
2136,608,Mathematics,Academics,Intermediate,Occasional,52,2021
2137,609,Athletics,Sports,Intermediate,Occasional,56,2025
2138,609,Football,Sports,Beginner,Occasional,82,2021
2139,610,Physics,Academics,Advanced,Occasional,61,2023
2140,610,Mathematics,Academics,Beginner,Occasional,51,2021
2141,610,Coding,Academics,Intermediate,Regular,59,2021
2142,611,Cricket,Sports,Intermediate,Regular,88,2024
2143,611,Football,Sports,Beginner,Regular,84,2024
2144,612,Physics,Academics,Intermediate,Regular,51,2021
2145,612,Music,Extra-curricular,Advanced,Occasional,73,2023
2146,612,Athletics,Sports,Beginner,Occasional,50,2022
2147,613,Coding,Academics,Intermediate,Regular,54,2023
2148,613,Athletics,Sports,Advanced,Regular,89,2025
2149,613,Cricket,Sports,Beginner,Occasional,46,2024
2150,613,Debate,Extra-curricular,Intermediate,Regular,66,2022
2151,614,Athletics,Sports,Beginner,Occasional,85,2021
2152,614,Coding,Academics,Intermediate,Occasional,81,2021
2153,615,Football,Sports,Intermediate,Regular,57,2022
2154,615,Economics,Academics,Advanced,Regular,78,2021
2155,615,Coding,Academics,Advanced,Regular,56,2024
2156,616,Cricket,Sports,Beginner,Occasional,90,2025
2157,616,Art,Extra-curricular,Intermediate,Occasional,63,2025
2158,616,Music,Extra-curricular,Intermediate,Occasional,86,2024
2159,616,Mathematics,Academics,Advanced,Occasional,55,2021
2160,616,Coding,Academics,Beginner,Occasional,76,2022
2161,617,Economics,Academics,Intermediate,Occasional,83,2022
2162,617,Athletics,Sports,Beginner,Regular,66,2024
2163,617,Cricket,Sports,Advanced,Regular,81,2022
2164,617,Physics,Academics,Advanced,Regular,52,2021
2165,617,Debate,Extra-curricular,Beginner,Regular,45,2022
2166,618,Mathematics,Academics,Intermediate,Occasional,81,2023
2167,618,Athletics,Sports,Beginner,Occasional,64,2021
2168,619,Football,Sports,Intermediate,Occasional,46,2022
2169,619,Art,Extra-curricular,Advanced,Regular,53,2022
2170,620,Music,Extra-curricular,Advanced,Occasional,67,2022
2171,620,Coding,Academics,Advanced,Regular,51,2024
2172,620,Cricket,Sports,Intermediate,Regular,56,2024
2173,621,Football,Sports,Advanced,Regular,77,2025
2174,621,Cricket,Sports,Advanced,Occasional,66,2025
2175,621,Art,Extra-curricular,Intermediate,Regular,45,2025
2176,621,Physics,Academics,Advanced,Regular,70,2024
2177,622,Economics,Academics,Intermediate,Occasional,54,2025
2178,622,Football,Sports,Intermediate,Regular,52,2025
2179,622,Mathematics,Academics,Intermediate,Occasional,50,2025
2180,622,Athletics,Sports,Beginner,Regular,58,2025
2181,622,Music,Extra-curricular,Advanced,Occasional,90,2024
2182,623,Coding,Academics,Beginner,Occasional,59,2023
2183,623,Physics,Academics,Intermediate,Occasional,99,2024
2184,624,Physics,Academics,Beginner,Regular,59,2025
2185,624,Art,Extra-curricular,Advanced,Regular,61,2021
2186,624,Music,Extra-curricular,Advanced,Occasional,71,2022
2187,624,Mathematics,Academics,Advanced,Regular,51,2024
2188,624,Economics,Academics,Beginner,Occasional,88,2025
2189,625,Music,Extra-curricular,Advanced,Regular,55,2021
2190,625,Cricket,Sports,Beginner,Regular,74,2023
2191,625,Economics,Academics,Beginner,Occasional,51,2021
2192,626,Mathematics,Academics,Advanced,Occasional,94,2024
2193,626,Coding,Academics,Advanced,Occasional,88,2025
2194,626,Economics,Academics,Beginner,Occasional,83,2021
2195,627,Athletics,Sports,Advanced,Regular,49,2025
2196,627,Mathematics,Academics,Intermediate,Regular,84,2022
2197,628,Physics,Academics,Beginner,Occasional,51,2023
2198,628,Athletics,Sports,Advanced,Regular,78,2022
2199,628,Biology,Academics,Beginner,Occasional,81,2025
2200,628,Debate,Extra-curricular,Beginner,Regular,54,2021
2201,629,Physics,Academics,Beginner,Regular,83,2021
2202,629,Athletics,Sports,Beginner,Occasional,74,2021
2203,629,Art,Extra-curricular,Intermediate,Regular,48,2021
2204,629,Mathematics,Academics,Advanced,Regular,82,2023
2205,630,Coding,Academics,Beginner,Occasional,82,2024
2206,630,Cricket,Sports,Intermediate,Regular,61,2021
2207,630,Music,Extra-curricular,Intermediate,Regular,86,2024
2208,630,Economics,Academics,Advanced,Regular,70,2021
2209,630,Physics,Academics,Advanced,Occasional,100,2024
2210,631,Debate,Extra-curricular,Beginner,Regular,53,2022
2211,631,Athletics,Sports,Intermediate,Regular,70,2025
2212,631,Cricket,Sports,Intermediate,Occasional,88,2025
2213,631,Economics,Academics,Intermediate,Regular,61,2024
2214,632,Football,Sports,Beginner,Occasional,50,2025
2215,632,Art,Extra-curricular,Advanced,Regular,47,2023
2216,632,Cricket,Sports,Beginner,Regular,45,2024
2217,632,Biology,Academics,Intermediate,Occasional,89,2024
2218,633,Economics,Academics,Advanced,Occasional,59,2023
2219,633,Biology,Academics,Intermediate,Regular,63,2022
2220,633,Football,Sports,Beginner,Occasional,49,2022
2221,633,Music,Extra-curricular,Intermediate,Occasional,84,2021
2222,634,Cricket,Sports,Intermediate,Regular,47,2022
2223,634,Coding,Academics,Intermediate,Regular,74,2021
2224,635,Art,Extra-curricular,Intermediate,Regular,87,2023
2225,635,Economics,Academics,Intermediate,Regular,93,2024
2226,635,Coding,Academics,Intermediate,Occasional,77,2021
2227,635,Cricket,Sports,Advanced,Regular,84,2025
2228,635,Debate,Extra-curricular,Intermediate,Occasional,82,2022
2229,636,Football,Sports,Beginner,Regular,55,2025
2230,636,Cricket,Sports,Intermediate,Occasional,75,2022
